user_id ;country ;Days_Since_Registration;Deposit_count;Av_Deposit;Last_deposit_day;Total_sessions;Total_game_time;Favorite_Game;device_type ;Churn_risk;Age;Gender;Lifecycle_Stage;Future_Value
2480;ELSALVADOR;1655;0;0;0;2;111.78;Reliquaryofra6reels;Mobile;0%;33;Male;Dormant;5438.0467
2481;EEUU;1655;0;0;0;2;102.02;Mambo Unlimited Blackjack;Mobile;0%;33;Male;Dormant;5438.0467
2482;CL;1654;0;0;0;2;78.4;Multihand Blackjack;Mobile;0%;33;Male;Dormant;5438.0467
2483;MEXICO;1653;0;0;0;3;72.52;Gold Rush 250.000;Desktop;0%;33;Male;Dormant;5438.0467
2484;CANNADA;1653;0;0;0;2;81.21;Book Of Aphrodite - The Love Spell;Mobile;0%;33;Male;Dormant;5438.0467
2485;COSTARICA;1652;0;0;0;2;95.86;Bingo Mariachis;Mobile;0%;33;Male;Dormant;5438.0467
2486;MEXICO;1652;0;0;0;2;91.05;Squealinriches;Mobile;0%;33;Male;Dormant;5438.0467
2487;PERU;1651;0;0;0;2;110.91;Adventurepalace;Mobile;0%;33;Male;Dormant;5438.0467
2488;CHILE;1651;0;0;0;2;108.8;Lucky Star Spins;Mobile;0%;33;Male;Dormant;5438.0467
2489;MEXICO;1650;0;0;0;2;87.37;Classic Razz Poker Hold�em Cash Game;Mobile;0%;33;Male;Dormant;5438.0467
2490;COLOMBIA;1650;0;0;0;2;82.69;Gold Hit: Dragon Bonanza� Fb;Mobile;0%;33;Male;Dormant;5438.0467
2491;COSTARICA;1649;0;0;0;2;93.94;Mustang Gold;Mobile;0%;33;Male;Dormant;5438.0467
2492;ELSALVADOR;1649;0;0;0;2;99.28;Classic Razz Poker Hold�em Cash Game;Mobile;0%;33;Male;Dormant;5438.0467
2493;ESTADOS UNIDOS;1648;0;0;0;2;94.7;Football Mayhem;Mobile;0%;33;Male;Dormant;5438.0467
2494;CANNADA;1647;0;0;0;2;112.03;Super Golden Dragon Inferno;Mobile;0%;33;Male;Dormant;5438.0467
2495;CANADA;1647;0;0;0;2;91.35;Mysterious Egypt;Mobile;0%;33;Male;Dormant;5438.0467
2496;EEUU;1647;0;0;0;2;72.15;Joker's Jewels;Mobile;0%;33;Male;Dormant;5438.0467
2497;CL;1647;0;0;0;2;85.03;Super Golden Dragon Inferno;Mobile;0%;33;Male;Dormant;5438.0467
2498;PER�;1647;0;0;0;2;92.34;Sumo Supreme Megaways;Mobile;0%;33;Male;Dormant;5438.0467
2499;PERU;1647;0;0;0;2;99.24;Joker's Jewels;Mobile;0%;33;Male;Dormant;5438.0467
2500;VENEZUELA;1645;0;0;0;2;101.79;Mustang Gold;Mobile;0%;33;Male;Dormant;5438.0467
2501;CHILE;1645;0;0;0;2;111.81;Gem Elevator;Mobile;0%;33;Male;Dormant;5438.0467
2502;COSTARICA;1644;0;0;0;2;102.29;Sweet Bonanza 1000;Mobile;0%;33;Male;Dormant;5438.0467
2503;ESTADOS UNIDOS;1644;0;0;0;2;86.75;Super Golden Dragon Inferno;Mobile;0%;33;Male;Dormant;5438.0467
2504;CANNADA;1644;0;0;0;2;94.46;Super Golden Dragon Inferno;Mobile;0%;33;Male;Dormant;5438.0467
2505;COSTARICA;1642;0;0;0;2;86.92;Super Golden Dragon Inferno;Mobile;0%;33;Male;Dormant;5438.0467
2506;ESTADOS UNIDOS;1641;0;0;0;2;105.67;Hugocarts;Mobile;0%;33;Male;Dormant;5438.0467
2507;CANADA;1640;0;0;0;2;101.74;Quest To The West;Mobile;0%;33;Male;Dormant;5438.0467
2508;PERU;1640;0;0;0;2;113.82;Mr. Macau;Mobile;0%;33;Male;Dormant;5438.0467
2509;ELSALVADOR;1640;0;0;0;2;96.78;Lucky Lady's Charm Deluxe 10;Mobile;0%;33;Male;Dormant;5438.0467
2510;MEXICO;1639;0;0;0;1;93.99;Gold Trio: Sinbad's Riches�;Mobile;0%;33;Male;Dormant;5438.0467
2511;CANNADA;1635;0;0;0;2;131.03;Fruit Cocktail;Mobile;0%;33;Male;Dormant;5438.0467
2512;COSTARICA;1634;0;0;0;2;120.72;Fruit Cocktail;Mobile;0%;33;Male;Dormant;5438.0467
2513;MEXICO;1633;0;0;0;2;124.21;Sugar Rush 1000;Mobile;0%;33;Male;Dormant;5438.0467
2514;PERU;1632;0;0;0;2;88.99;9giftsofchristmas;Mobile;0%;33;Male;Dormant;5438.0467
2515;CANADA;1631;0;0;0;2;96.01;Classic Razz Poker Hold�em Cash Game;Mobile;0%;33;Male;Dormant;5438.0467
2516;EEUU;1630;0;0;0;1;67.77;Hyperstrikecashmegaways;Mobile;0%;33;Male;Dormant;5438.0467
2517;CL;1630;0;0;0;1;79.4;Majority Rules Speed Blackjack;Desktop;0%;33;Male;Dormant;5438.0467
2518;PERU;1630;0;0;0;2;109.04;Live - Vegas Ball Bonanza;Mobile;0%;33;Male;Dormant;5438.0467
2519;ELSALVADOR;1629;0;0;0;1;83.71;Mr. Macau;Mobile;0%;33;Male;Dormant;5438.0467
2520;EEUU;1629;0;0;0;2;104.57;Fruit Cocktail;Mobile;0%;33;Male;Dormant;5438.0467
2521;CL;1629;0;0;0;2;85.51;Gold Hit: Dragon Bonanza� Fb;Mobile;0%;33;Male;Dormant;5438.0467
2522;MEXICO;1628;0;0;0;2;96.08;Bookofdead;Mobile;0%;33;Male;Dormant;5438.0467
2523;CANNADA;1628;0;0;0;2;91.17;Book Of Tut;Mobile;0%;33;Male;Dormant;5438.0467
2524;COSTARICA;1627;0;0;0;2;116.95;The Wild Gang;Mobile;0%;33;Male;Dormant;5438.0467
2525;MEXICO;1626;0;0;0;2;114.61;Bookofoz;Mobile;0%;33;Male;Dormant;5438.0467
2526;PERU;1625;0;0;0;2;100.36;Gates Of Olympus 1000;Mobile;0%;33;Male;Dormant;5438.0467
2527;CHILE;1624;0;0;0;2;118.43;Pilgrimofdead;Mobile;0%;33;Male;Dormant;5438.0467
2528;MEXICO;1622;0;0;0;2;102.69;Age Of The Gods� King Of Olympus Megaways�;Mobile;0%;33;Male;Dormant;5438.0467
2529;COLOMBIA;1622;0;0;0;2;165.87;Year Of The Dragon King;Mobile;0%;33;Male;Dormant;5438.0467
2530;COSTARICA;1620;0;0;0;2;133.97;5 Frozen Charms Megaways;Mobile;0%;33;Male;Dormant;5438.0467
2531;ELSALVADOR;1619;0;0;0;2;96.54;Fruit Cocktail;Mobile;0%;33;Male;Dormant;5438.0467
2532;ESTADOS UNIDOS;1618;0;0;0;2;104.9;Lightning Ball;Mobile;0%;33;Male;Dormant;5438.0467
2533;CANNADA;1618;0;0;0;2;116.81;Richy Hog;Mobile;0%;33;Male;Dormant;5438.0467
2534;CANADA;1617;0;0;0;2;115.6;Riseofolympus100;Mobile;0%;33;Male;Dormant;5438.0467
2535;EEUU;1616;0;0;0;2;109.5;Wolf Gold Power Jackpot;Mobile;0%;33;Male;Dormant;5438.0467
2536;CL;1615;0;0;0;2;131.48;Great Rhino Megaways;Mobile;0%;33;Male;Dormant;5438.0467
2537;PER�;1613;0;0;0;2;114.74;Take The Bank;Mobile;0%;33;Male;Dormant;5438.0467
2538;PERU;1613;0;0;0;2;104.01;Mega Fire Blaze: Piggies And The Bank;Mobile;0%;33;Male;Dormant;5438.0467
2539;VENEZUELA;1612;0;0;0;2;130.26;European Roulette - Ce;Mobile;0%;33;Male;Dormant;5438.0467
2540;CHILE;1612;0;0;0;2;132.69;Sizzling Hot� Deluxe;Mobile;0%;33;Male;Dormant;5438.0467
2541;COSTARICA;1611;0;0;0;2;124.34;Gates Of Olympus;Mobile;0%;33;Male;Dormant;5438.0467
2542;ESTADOS UNIDOS;1611;0;0;0;2;120.28;Blackjack Cashback;Mobile;0%;33;Male;Dormant;5438.0467
2543;CANNADA;1611;0;0;0;2;91.94;Burning Chilli;Mobile;0%;33;Male;Dormant;5438.0467
2544;COSTARICA;1611;0;0;0;3;114.75;Mega Roulette;Mobile;0%;33;Male;Dormant;5438.0467
2545;ESTADOS UNIDOS;1609;0;0;0;3;112.07;Garage;Mobile;0%;33;Male;Dormant;5438.0467
2546;CANADA;2537;0;0;0;3;132.15;Grand Junction: Mountain Express;Mobile;0%;33;Male;Dormant;5438.0467
2547;PERU;1608;0;0;0;2;99.8;Quest To The West;Mobile;0%;33;Male;Dormant;5438.0467
2548;ELSALVADOR;1608;0;0;0;2;130.27;Bigger Bass Bonanza;Mobile;0%;33;Male;Dormant;5438.0467
2549;MEXICO;1608;0;0;0;2;123.31;Hypergold;Mobile;0%;33;Male;Dormant;5438.0467
2550;CANNADA;1608;0;0;0;2;127.61;Gems Of Giza�;Mobile;0%;33;Male;Dormant;5438.0467
2551;COSTARICA;1607;0;0;0;2;117.86;Bigger Bass Bonanza;Desktop;0%;33;Male;Dormant;5438.0467
2552;MEXICO;1607;0;0;0;2;118.83;Mad4halloween;Mobile;0%;33;Male;Dormant;5438.0467
2553;PERU;1607;0;0;0;2;129.71;Blue Wizard Megaways;Mobile;0%;33;Male;Dormant;5438.0467
2554;CANADA;1607;0;0;0;2;101.24;Piggy Bank Bills;Mobile;0%;33;Male;Dormant;5438.0467
2555;EEUU;1607;0;0;0;2;118.34;Adventurepalace;Mobile;0%;33;Male;Dormant;5438.0467
2556;CL;1607;0;0;0;2;112.82;Piggy Bank Bills;Mobile;0%;33;Male;Dormant;5438.0467
2557;PERU;1607;0;0;0;2;164.57;Zeus 2;Mobile;0%;33;Male;Dormant;5438.0467
2558;ELSALVADOR;1606;0;0;0;2;145.47;Take The Kingdom;Mobile;0%;33;Male;Dormant;5438.0467
2559;EEUU;1605;0;0;0;2;126.93;The Wild Machine;Mobile;0%;33;Male;Dormant;5438.0467
2560;CL;1604;0;0;0;2;119.27;10 Imperial Crown;Mobile;0%;33;Male;Dormant;5438.0467
2561;MEXICO;1604;0;0;0;2;113.72;Wild Bison Charge;Mobile;0%;33;Male;Dormant;5438.0467
2562;CANNADA;1604;0;0;0;2;116.64;Piggy Bank Bills;Mobile;0%;33;Male;Dormant;5438.0467
2563;COSTARICA;1604;0;0;0;2;114.73;Rising Joker�;Mobile;0%;33;Male;Dormant;5438.0467
2564;MEXICO;1604;0;0;0;2;98.56;Pop Fire Blaze: Sky Queen (Gpas);Mobile;0%;33;Male;Dormant;5438.0467
2565;PERU;1604;0;0;0;2;152.31;Rising Joker�;Mobile;0%;33;Male;Dormant;5438.0467
2566;CHILE;1604;0;0;0;2;147.62;Piggy Bank Bills;Mobile;0%;33;Male;Dormant;5438.0467
2567;MEXICO;1603;0;0;0;2;99.78;Joker's Jewels;Mobile;0%;33;Male;Dormant;5438.0467
2568;COLOMBIA;1603;0;0;0;2;106.1;Joker's Jewels;Mobile;0%;33;Male;Dormant;5438.0467
2569;COSTARICA;1603;0;0;0;2;103.09;Diamond Link�: Mighty Buffalo;Mobile;0%;33;Male;Dormant;5438.0467
2570;ELSALVADOR;1601;0;0;0;2;94.2;Gates Of Olympus;Mobile;0%;33;Male;Dormant;5438.0467
2571;ESTADOS UNIDOS;1601;0;0;0;2;113.52;Chieftainbuffalo;Mobile;0%;33;Male;Dormant;5438.0467
2572;CANNADA;1601;0;0;0;2;104.68;Gladiator: Gladiator Jackpot 1;Mobile;0%;33;Male;Dormant;5438.0467
2573;CANADA;1600;0;0;0;2;89.83;Bigger Bass Bonanza;Mobile;0%;33;Male;Dormant;5438.0467
2574;EEUU;1599;0;0;0;2;114.28;Wolf Gold 1 Million;Mobile;0%;33;Male;Dormant;5438.0467
2575;CL;1599;0;0;0;2;92.99;Super Golden Dragon Inferno;Mobile;0%;33;Male;Dormant;5438.0467
2576;PER�;1599;0;0;0;2;118.61;Vampy Party;Mobile;0%;33;Male;Dormant;5438.0467
2577;PERU;1598;0;0;0;2;113.36;Madame Destiny Megaways;Mobile;0%;33;Male;Dormant;5438.0467
2578;VENEZUELA;1598;0;0;0;2;86.67;Book Of Tut;Mobile;0%;33;Male;Dormant;5438.0467
2579;CHILE;1597;0;0;0;3;89.7;Joker's Jewels Hot;Mobile;0%;33;Male;Dormant;5438.0467
2580;COSTARICA;1597;0;0;0;2;98.06;Stampede Gold;Mobile;0%;33;Male;Dormant;5438.0467
2581;ESTADOS UNIDOS;1597;0;0;0;2;120.47;Fruit Cocktail;Mobile;0%;33;Male;Dormant;5438.0467
2582;CANNADA;1597;0;0;0;2;105.25;Super Golden Dragon Inferno;Mobile;0%;33;Male;Dormant;5438.0467
2583;COSTARICA;1597;0;0;0;2;134.91;Big Bass Christmas Bash;Mobile;0%;33;Male;Dormant;5438.0467
2584;ESTADOS UNIDOS;1597;0;0;0;2;132.82;Premium Blackjack;Mobile;0%;33;Male;Dormant;5438.0467
2585;CANADA;1596;0;0;0;2;111.35;Strawberry Cocktail;Desktop;0%;33;Male;Dormant;5438.0467
2586;PERU;1596;0;0;0;3;106.79;Sugar Rush;Mobile;0%;33;Male;Dormant;5438.0467
2587;ELSALVADOR;1596;0;0;0;2;119.84;Fruit Cocktail 2;Mobile;0%;33;Male;Dormant;5438.0467
2588;MEXICO;1596;0;0;0;2;120.53;40 Wild Fire 6;Mobile;0%;33;Male;Dormant;5438.0467
2589;CANNADA;1596;0;0;0;2;118.39;Legion Gold Victory;Mobile;0%;33;Male;Dormant;5438.0467
2590;COSTARICA;1596;0;0;0;2;121.5;Megafireblaze Wild Pistolero;Mobile;0%;33;Male;Dormant;5438.0467
2591;MEXICO;1596;0;0;0;2;118.66;Extra Juicy Megaways;Mobile;0%;33;Male;Dormant;5438.0467
2592;PERU;1595;0;0;0;2;111.37;Fire Stampede;Mobile;0%;33;Male;Dormant;5438.0467
2593;CANADA;1595;0;0;0;2;104.69;Wolf Gold;Mobile;0%;33;Male;Dormant;5438.0467
2594;EEUU;1594;0;0;0;2;126.53;Alohawaii: Cash Collect;Mobile;0%;33;Male;Dormant;5438.0467
2595;CL;1594;0;0;0;2;105.13;Habichuelas;Mobile;0%;33;Male;Dormant;5438.0467
2596;PERU;1594;0;0;0;2;115.4;Fire Stampede;Mobile;0%;33;Male;Dormant;5438.0467
2597;ELSALVADOR;1594;0;0;0;2;128.97;Christmas Wins;Mobile;0%;33;Male;Dormant;5438.0467
2598;EEUU;1594;0;0;0;2;123.17;Joker's Jewels;Mobile;0%;33;Male;Dormant;5438.0467
2599;CL;1594;0;0;0;2;101.38;Amazinglinkhercules;Mobile;0%;33;Male;Dormant;5438.0467
2600;MEXICO;1593;0;0;0;2;116.55;Expansion;Mobile;0%;33;Male;Dormant;5438.0467
2601;CANNADA;1593;0;0;0;2;107.67;Lucky Streak 1000;Mobile;0%;33;Male;Dormant;5438.0467
2602;COSTARICA;1593;0;0;0;2;137.65;Tippysgoldenpot;Mobile;0%;33;Male;Dormant;5438.0467
2603;MEXICO;1593;0;0;0;2;129.3;Lucky Lightning;Mobile;0%;33;Male;Dormant;5438.0467
2604;PERU;1592;0;0;0;2;139.24;Royalemirates;Mobile;0%;33;Male;Dormant;5438.0467
2605;CHILE;1592;0;0;0;2;119.44;Double Bonus Poker 1 Hand;Mobile;0%;33;Male;Dormant;5438.0467
2606;MEXICO;1591;0;0;0;2;143.74;Candy Blitz;Mobile;0%;33;Male;Dormant;5438.0467
2607;COLOMBIA;1591;0;0;0;2;160.99;Tombraidersecretofthesword;Mobile;0%;33;Male;Dormant;5438.0467
2608;COSTARICA;1591;0;0;0;2;121.03;Bookofdead;Mobile;0%;33;Male;Dormant;5438.0467
2609;ELSALVADOR;1590;0;0;0;2;137.83;Mines;Mobile;0%;33;Male;Dormant;5438.0467
2610;ESTADOS UNIDOS;1590;0;0;0;2;111.87;Primal Hunt;Mobile;0%;33;Male;Dormant;5438.0467
2611;CANNADA;1590;0;0;0;2;191.07;Piggy Bank Bills;Mobile;0%;33;Male;Dormant;5438.0467
2612;CANADA;1590;0;0;0;2;160.88;Chests Of Cai Shen;Mobile;0%;33;Male;Dormant;5438.0467
2613;EEUU;1590;0;0;0;2;138.65;Super Golden Dragon Inferno;Mobile;0%;33;Male;Dormant;5438.0467
2614;CL;1590;0;0;0;2;156.75;Hyperstrikecashmegaways;Mobile;0%;33;Male;Dormant;5438.0467
2615;PER�;1590;0;0;0;2;135.37;Classic Razz Poker Hold�em Cash Game;Mobile;0%;33;Male;Dormant;5438.0467
2616;PERU;1589;0;0;0;2;159.41;Blazingpiranhas;Mobile;0%;33;Male;Dormant;5438.0467
2617;VENEZUELA;1589;0;0;0;2;126.64;Fruit Cocktail;Mobile;0%;33;Male;Dormant;5438.0467
2618;CHILE;1589;0;0;0;2;131.75;Fruit Cocktail;Mobile;0%;33;Male;Dormant;5438.0467
2619;COSTARICA;1588;0;0;0;2;110.69;Panther Queen;Desktop;0%;33;Male;Dormant;5438.0467
2620;ESTADOS UNIDOS;1588;0;0;0;2;115.57;Fruit Cocktail 2;Mobile;0%;35;Male;Dormant;5438.0467
2621;CANNADA;1588;0;0;0;2;163.81;Chilli Heat;Mobile;0%;35;Male;Dormant;5438.0467
2622;COSTARICA;1586;0;0;0;2;148.31;Mr. Macau;Mobile;0%;35;Male;Dormant;5438.0467
2623;ESTADOS UNIDOS;1586;0;0;0;2;127.96;Money Stacks;Mobile;0%;35;Male;Dormant;5438.0467
2624;CANADA;1586;0;0;0;2;111.85;Queenofalexandria;Mobile;0%;35;Male;Dormant;5438.0467
2625;PERU;1585;0;0;0;2;121.2;Release The Kraken Megaways;Mobile;0%;35;Male;Dormant;5438.0467
2626;ELSALVADOR;1585;0;0;0;2;100.86;Bookofdead;Mobile;0%;35;Male;Dormant;5438.0467
2627;MEXICO;1584;0;0;0;2;118.23;Multifruit81;Mobile;0%;35;Male;Dormant;5438.0467
2628;CANNADA;1584;0;0;0;2;153.54;Book Of Xmas 2;Mobile;0%;35;Male;Dormant;5438.0467
2629;COSTARICA;1583;0;0;0;2;143.59;Mega Fruit 40;Mobile;0%;35;Male;Dormant;5438.0467
2630;MEXICO;1582;0;0;0;2;157.99;The Catfather;Mobile;0%;35;Male;Dormant;5438.0467
2631;PERU;1582;0;0;0;2;128.63;Big Bass Mission Fishin';Mobile;0%;35;Male;Dormant;5438.0467
2632;CANADA;1582;0;0;0;2;147.16;Classic Poker Omaha Cash Game;Mobile;0%;35;Male;Dormant;5438.0467
2633;EEUU;1582;0;0;0;2;100.72;Lucky Star Spins;Mobile;0%;35;Male;Dormant;5438.0467
2634;CL;1581;0;0;0;2;122.31;Jungle Stripes;Mobile;0%;35;Male;Dormant;5438.0467
2635;PERU;1581;0;0;0;2;155.71;Fruit Cocktail;Mobile;0%;35;Male;Dormant;5438.0467
2636;ELSALVADOR;1580;0;0;0;2;147.05;Fruit Cocktail;Mobile;0%;35;Male;Dormant;5438.0467
2637;EEUU;1580;0;0;0;2;110.97;Misterios De Egipto;Mobile;0%;35;Male;Dormant;5438.0467
2638;CL;1579;0;0;0;2;121.5;Blazingbisongoldblitz;Mobile;0%;35;Male;Dormant;5438.0467
2639;MEXICO;1578;0;0;0;2;122.53;Areablastdoublebass;Mobile;0%;35;Male;Dormant;5438.0467
2640;CANNADA;1577;0;0;0;2;101.8;Extra Juicy Megaways;Mobile;0%;35;Male;Dormant;5438.0467
2641;COSTARICA;1576;0;0;0;2;115.13;Juicyfruitssunshinerich;Mobile;0%;35;Male;Dormant;5438.0467
2642;MEXICO;1576;0;0;0;2;124.01;Mystic Fortune Deluxe;Mobile;0%;35;Male;Dormant;5438.0467
2643;PERU;1575;0;0;0;2;111.31;Just Jewels� Deluxe;Mobile;0%;35;Male;Dormant;5438.0467
2644;CHILE;1574;0;0;0;2;133.13;Ultra Burst;Mobile;0%;35;Male;Dormant;5438.0467
2645;MEXICO;1574;0;0;0;2;133.8;Book Of Tut;Mobile;0%;35;Male;Dormant;5438.0467
2646;COLOMBIA;1573;0;0;0;2;127.5;Fruit Cocktail;Mobile;0%;35;Male;Dormant;5438.0467
2647;COSTARICA;1572;0;0;0;2;102.48;Golden Lantern;Mobile;0%;35;Male;Dormant;5438.0467
2648;ELSALVADOR;1572;0;0;0;2;114.39;Super Golden Dragon Inferno;Mobile;0%;35;Male;Dormant;5438.0467
2649;ESTADOS UNIDOS;1572;0;0;0;3;135.58;Catpurry;Mobile;0%;35;Male;Dormant;5438.0467
2650;CANNADA;1572;0;0;0;2;121.42;Fruit Cocktail;Mobile;0%;35;Male;Dormant;5438.0467
2651;CANADA;1571;0;0;0;2;132.59;Fireforgev96;Mobile;0%;35;Male;Dormant;5438.0467
2652;EEUU;1570;0;0;0;2;119.11;Gold Hit: Dragon Bonanza� Fb;Mobile;0%;35;Male;Dormant;5438.0467
2653;CL;1570;0;0;0;2;114.01;Fire Rooster;Desktop;0%;35;Male;Dormant;5438.0467
2654;PER�;1569;0;0;0;2;97.77;Book Of Tut;Mobile;0%;35;Male;Dormant;5438.0467
2655;PERU;1569;0;0;0;2;83.36;Hit Bar: Gold� Powerplay Jackpot A1;Mobile;0%;35;Male;Dormant;5438.0467
2656;VENEZUELA;1567;0;0;0;2;106.53;Goddess Of Egypt�;Mobile;0%;35;Male;Dormant;5438.0467
2657;CHILE;1567;0;0;0;2;104.98;Super 7 Blackjack;Mobile;0%;35;Male;Dormant;5438.0467
2658;COSTARICA;1567;0;0;0;2;90.85;Big Bass Floats My Boat;Mobile;0%;35;Male;Dormant;5438.0467
2659;ESTADOS UNIDOS;1565;0;0;0;2;92.55;Luckylemons;Mobile;0%;35;Male;Dormant;5438.0467
2660;CANNADA;1565;0;0;0;2;101.97;Keks;Mobile;0%;35;Male;Dormant;5438.0467
2661;COSTARICA;1565;0;0;0;2;83.25;Diamond Link�: Mighty Sevens Win Ways�;Mobile;0%;35;Male;Dormant;5438.0467
2662;ESTADOS UNIDOS;1565;0;0;0;3;127;Book Of Champions - European Glory;Mobile;0%;35;Male;Dormant;5438.0467
2663;CANADA;1565;0;0;0;3;133.67;Christmas Big Bass Bonanza;Mobile;0%;35;Male;Dormant;5438.0467
2664;PERU;1564;0;0;0;2;154.1;Rock Climber;Mobile;0%;35;Male;Dormant;5438.0467
2665;ELSALVADOR;1562;0;0;0;2;125.42;Cyclops Smash;Mobile;0%;35;Male;Dormant;5438.0467
2666;MEXICO;1562;0;0;0;2;92.74;Magnum Opus;Mobile;0%;35;Male;Dormant;5438.0467
2667;CANNADA;1562;0;0;0;2;108.27;Agentjaneblondereturns;Mobile;0%;35;Male;Dormant;5438.0467
2668;COSTARICA;1562;0;0;0;2;90.5;Joker's Jewels;Mobile;0%;35;Male;Dormant;5438.0467
2669;MEXICO;1561;0;0;0;2;87.35;Sweet Bonanza 1000;Mobile;0%;35;Male;Dormant;5438.0467
2670;PERU;1561;0;0;0;2;113.68;Fruit Cocktail;Mobile;0%;35;Male;Dormant;5438.0467
2671;CANADA;1560;0;0;0;2;117.02;Buffalo King Megaways;Mobile;0%;35;Male;Dormant;5438.0467
2672;EEUU;1559;0;0;0;2;109.86;Fruit Cocktail;Mobile;0%;35;Male;Dormant;5438.0467
2673;CL;1559;0;0;0;2;91.91;Fruit Cocktail;Mobile;0%;35;Male;Dormant;5438.0467
2674;PERU;1559;0;0;0;2;122.65;Speed Roulette;Mobile;0%;35;Male;Dormant;5438.0467
2675;ELSALVADOR;1559;0;0;0;2;95.84;Sizzling Hot� Deluxe;Mobile;0%;35;Male;Dormant;5438.0467
2676;EEUU;1558;0;0;0;2;106.06;Risingrewardsv92;Mobile;0%;35;Male;Dormant;5438.0467
2677;CL;1558;0;0;0;3;137.06;Joker's Jewels;Mobile;0%;35;Male;Dormant;5438.0467
2678;MEXICO;1558;0;0;0;2;128.06;Just Jewels� Deluxe;Mobile;0%;35;Male;Dormant;5438.0467
2679;CANNADA;1557;0;0;0;2;122.24;Lucky Cloverland Dice;Mobile;0%;35;Male;Dormant;5438.0467
2680;COSTARICA;1557;0;0;0;2;106.35;John Hunter And The Tomb Of The Scarab Queen;Mobile;0%;35;Male;Dormant;5438.0467
2681;MEXICO;1557;0;0;0;2;117.65;Classic Poker Hold�em Cash Game;Mobile;0%;35;Male;Dormant;5438.0467
2682;PERU;1557;0;0;0;2;99.07;Age Of The Gods - Maze Keeper Low;Mobile;0%;35;Male;Dormant;5438.0467
2683;CHILE;1556;0;0;0;3;98.32;Fire 88;Mobile;0%;35;Male;Dormant;5438.0467
2684;MEXICO;1556;0;0;0;3;148.57;Sizzling Hot� Deluxe;Mobile;0%;35;Male;Dormant;5438.0467
2685;COLOMBIA;1556;0;0;0;3;124.58;Black Bull;Mobile;0%;35;Male;Dormant;5438.0467
2686;COSTARICA;1555;0;0;0;2;100.93;88 Frenzy;Mobile;0%;35;Male;Dormant;5438.0467
2687;ELSALVADOR;1555;0;0;0;2;86.6;Santa's Great Gifts;Desktop;0%;35;Male;Dormant;5438.0467
2688;ESTADOS UNIDOS;1555;0;0;0;1;51.06;Dragondance;Mobile;0%;35;Male;Dormant;5438.0467
2689;CANNADA;1555;0;0;0;1;71.2;Fruit Cocktail;Mobile;0%;35;Male;Dormant;5438.0467
2690;CANADA;1555;0;0;0;2;78.25;Dragondance;Mobile;0%;35;Male;Dormant;5438.0467
2691;EEUU;1555;0;0;0;2;126.21;Fire 4!: Cash Collect Quattro�;Mobile;0%;35;Male;Dormant;5438.0467
2692;CL;1555;0;0;0;1;74.26;Isis;Mobile;0%;35;Male;Dormant;5438.0467
2693;PER�;1555;0;0;0;1;58.25;Gold Party;Mobile;0%;35;Male;Dormant;5438.0467
2694;PERU;1554;0;0;0;1;73.17;Pimped;Mobile;0%;35;Male;Dormant;5438.0467
2695;VENEZUELA;1554;0;0;0;2;124;Sizzling Hot� Deluxe;Mobile;0%;35;Male;Dormant;5438.0467
2696;CHILE;1554;0;0;0;2;111.53;Shinyfruityseven10linesholdandspin;Mobile;0%;35;Male;Dormant;5438.0467
2697;COSTARICA;1554;0;0;0;2;109.76;Gallogoldmegaways;Mobile;0%;35;Male;Dormant;5438.0467
2698;ESTADOS UNIDOS;1553;0;0;0;3;140.4;Twin Spinner Sizzling Hot� Deluxe;Mobile;0%;35;Male;Dormant;5438.0467
2699;CANNADA;1553;0;0;0;2;98.99;Oinkcountrylove;Mobile;0%;35;Male;Dormant;5438.0467
2700;COSTARICA;1552;0;0;0;2;87.72;Goldblitzultimate;Mobile;0%;35;Male;Dormant;5438.0467
2701;ESTADOS UNIDOS;1552;0;0;0;2;88.41;Buffalo King;Mobile;0%;35;Male;Dormant;5438.0467
2702;CANADA;1552;0;0;0;2;112.73;Wolf Gold Power Jackpot;Mobile;0%;35;Male;Dormant;5438.0467
2703;PERU;1551;0;0;0;2;83.5;Crazymonkeybananakingdomv95;Mobile;0%;35;Male;Dormant;5438.0467
2704;ELSALVADOR;1549;0;0;0;2;95.05;Classic Razz Poker Hold�em Cash Game;Mobile;0%;35;Male;Dormant;5438.0467
2705;MEXICO;1549;0;0;0;3;135.86;Calaveras Explosivas;Mobile;0%;35;Male;Dormant;5438.0467
2706;CANNADA;1549;0;0;0;2;93.08;Super Golden Dragon Inferno;Mobile;0%;35;Male;Dormant;5438.0467
2707;COSTARICA;1549;0;0;0;2;110.31;Super Golden Dragon Inferno;Mobile;0%;35;Male;Dormant;5438.0467
2708;MEXICO;1549;0;0;0;2;137.09;Super Golden Dragon Inferno;Mobile;0%;35;Male;Dormant;5438.0467
2709;PERU;1549;0;0;0;2;119.42;Ultimate Golden Dragon Inferno - Hold & Win;Mobile;0%;35;Male;Dormant;5438.0467
2710;CANADA;1548;0;0;0;2;103.91;Brick House Bonanza;Mobile;0%;35;Male;Dormant;5438.0467
2711;EEUU;1548;0;0;0;3;101.3;Gems Of Giza�;Mobile;0%;35;Male;Dormant;5438.0467
2712;CL;1548;0;0;0;3;144.18;Super Golden Dragon Inferno;Mobile;0%;35;Male;Dormant;5438.0467
